start_time,end_time,text,emotion,sub-emotion,intensity
"00:30:13,000","00:30:16,000","Hey, is the bus line 1 not arrived?",surprise,confusion,moderate
"00:30:16,000","00:30:17,000","Hey, without a putty!",anger,annoyance,mild
"00:30:17,000","00:30:24,000","It turned out that the bus drove there, we didn't find anything at the bus stop, we didn't know which way to go, so we left it not to waste time.",anger,annoyance,moderate
"00:30:24,000","00:30:31,000","At one point, the arches called us and informed us about the scoring of this task and how it affects the distribution of cards.",neutral,neutral,neutral
"00:30:31,000","00:30:37,000","If citizens do six tasks all, you get two cards.",neutral,neutral,neutral
"00:30:37,000","00:30:43,000","If you do five tasks, one card will be given to the mafia, one citizens.",neutral,neutral,neutral
"00:30:43,000","00:30:49,000","If four tasks are done or less, only the mafia gets cards. You will do with what you think, good luck.",happiness,optimism,mild
"00:30:49,000","00:30:52,000","Okay, that is, he called everyone and told it to everyone?",happiness,curiosity,mild
"00:30:52,000","00:30:59,000","But you know, there were such situations that Bloek showed something there, here some nuts at the station, here some nuances simply.",surprise,confusion,mild
"00:30:59,000","00:31:09,000","They do not deal with the task at all, I am only focused on the task, they are so here, some people eat, here they are looking for something else, I watch, I watch.",anger,annoyance,moderate
"00:31:09,000","00:31:15,000","Time was chasing us so much that we decided to first perform the task with the mayor, who did not take us so short time either.",fear,fear,moderate
"00:31:15,000","00:31:20,000","The most important in the city is the mayor, go to him and see if he is proof with you, let there be a photo on his throne.",happiness,optimism,moderate
"00:31:20,000","00:31:24,000","To paraphrase, we had to go to the mayor and take a picture on his chair.",neutral,neutral,neutral
"00:31:24,000","00:31:26,000","Hey guys, how to enter the town hall?",happiness,curiosity,mild
"00:31:26,000","00:31:27,000",Co?,surprise,confusion,moderate
"00:31:27,000","00:31:28,000",How to enter the town hall?,happiness,curiosity,mild
"00:31:28,000","00:31:29,000",Here.,neutral,neutral,neutral
"00:31:29,000","00:31:30,000",Tu?,surprise,confusion,mild
"00:31:30,000","00:31:31,000",I think so.,neutral,neutral,neutral
"00:31:31,000","00:31:36,000","We managed to find a city office on the market, and then we entered the secretariat of the mayor.",happiness,relief,mild
"00:31:36,000","00:31:40,000","We have such a task to do, take a picture in the mayor's seat.",neutral,neutral,neutral
"00:31:40,000","00:31:42,000",He now has a meeting there.,neutral,neutral,neutral
"00:31:42,000","00:31:44,000",And there is no other mayor's seat?,happiness,curiosity,mild
"00:31:44,000","00:31:45,000","Well, there is one.",neutral,neutral,neutral
"00:31:45,000","00:31:47,000","Hey, it's intentional, no? What is happening?",surprise,confusion,moderate
"00:31:47,000","00:31:48,000",We have an hour.,neutral,neutral,neutral
"00:31:49,000","00:31:50,000","Good morning, good morning.",neutral,neutral,neutral
"00:31:50,000","00:31:52,000","You can sit, wait too.",neutral,neutral,neutral
"00:31:52,000","00:31:55,000","Well, we waited, fortunately in a few minutes the mayor left.",happiness,relief,mild
"00:31:55,000","00:31:57,000",We know that you are with us.,happiness,approval,mild
"00:31:57,000","00:31:59,000","I am with you, come.",happiness,caring,moderate
"00:31:59,000","00:32:02,000","Oh, what armchair.",surprise,surprise,mild
"00:32:04,000","00:32:05,000",How beautiful.,happiness,admiration,mild
"00:32:05,000","00:32:13,000","We found a guy who shared the kitchen with us, he just passed the kitchen, he waved and we really got around his car.",happiness,amusement,mild
"00:32:14,000","00:32:16,000","Hey, where does he live?",happiness,curiosity,mild
"00:32:16,000","00:32:18,000",But far away?,happiness,curiosity,mild
"00:32:18,000","00:32:21,000","He immediately conquers and speaks him, give it, do you live here?",happiness,curiosity,moderate
"00:32:21,000","00:32:22,000","And he says, yes, I live here.",neutral,neutral,neutral
"00:32:22,000","00:32:24,000",Can we make food in your kitchen?,happiness,curiosity,mild
"00:32:24,000","00:32:26,000","And he, okay, you can.",happiness,approval,mild
"00:32:26,000","00:32:27,000","Then give it, we go with it.",happiness,excitement,mild
"00:32:27,000","00:32:31,000",He didn't really have a choice whether he would make us available to the kitchen or not.,anger,annoyance,mild
"00:32:31,000","00:32:34,000","We will follow the shoe, we just follow you that we all have to go.",neutral,neutral,neutral
"00:32:34,000","00:32:41,000",We took another guest who helped us from the beginning and it was funny that we really brought a stranger to a foreign man home.,happiness,amusement,moderate
"00:32:41,000","00:32:45,000","We enter the kitchen and take out the pots at all, as if we were at home.",happiness,amusement,mild
"00:32:45,000","00:32:49,000","We need a frying pan, a board and a knife.",neutral,neutral,neutral
"00:32:49,000","00:32:52,000",Remember that we have to do and the king is here?,surprise,confusion,mild
"00:32:52,000","00:32:54,000","Is, it is.",neutral,neutral,neutral
"00:32:54,000","00:32:56,000",Because they have to eat Gorlickie two people.,neutral,neutral,neutral
"00:32:56,000","00:32:57,000",That residents.,neutral,neutral,neutral
"00:32:57,000","00:32:59,000","Okay, I don't get in because you are closing.",anger,annoyance,mild
"00:32:59,000","00:33:02,000","If you need any help, say.",happiness,caring,mild
"00:33:02,000","00:33:05,000","I didn't feel any help there, neither Kasia or Kry.",sadness,disappointment,mild
"00:33:05,000","00:33:06,000",The chickens just sat down.,neutral,neutral,neutral
"00:33:06,000","00:33:08,000","Where six chefs, there is nothing to eat there.",happiness,amusement,mild
"00:33:08,000","00:33:09,000","Okay, fry it.",neutral,neutral,neutral
"00:33:09,000","00:33:10,000","We are, it's not that bad.",happiness,optimism,mild
"00:33:10,000","00:33:12,000","But it is also difficult for me to accuse him, because this kitchen was small.",neutral,neutral,neutral
"00:33:12,000","00:33:15,000",Aga was really good at framing this fish.,happiness,admiration,mild
"00:33:15,000","00:33:18,000",And I think that this task will really be done mainly by me and she.,happiness,optimism,mild
"00:33:18,000","00:33:20,000","Okay, that's okay.",neutral,neutral,neutral
"00:33:20,000","00:33:23,000","The potatoes are boiling and the series is, so I think we have the fuck.",surprise,confusion,mild
"00:33:23,000","00:33:25,000","No, no fuck these potatoes will not cook for a hundred years.",anger,annoyance,moderate
"00:33:25,000","00:33:27,000","Well, maybe our potatoes are like that.",happiness,amusement,mild
"00:33:27,000","00:33:29,000",You will bite a piece of this potato.,neutral,neutral,neutral
"00:33:29,000","00:33:30,000",Simply.,neutral,neutral,neutral
"00:33:30,000","00:33:32,000",We got to the appropriate studio.,neutral,neutral,neutral
"00:33:32,000","00:33:33,000",The tattoo here is written.,neutral,neutral,neutral
"00:33:33,000","00:33:35,000","Music, piercing, tattoo.",neutral,neutral,neutral
"00:33:35,000","00:33:38,000",It was necessary to decide who was making a tattoo.,happiness,curiosity,mild
"00:33:38,000","00:33:39,000","Question, now yes.",happiness,curiosity,mild
"00:33:39,000","00:33:40,000",Who does,happiness,curiosity,mild
"00:33:40,000","00:33:44,000",I generally got to know Bartek Kubicki's approach to tattoos.,happiness,curiosity,mild
"00:33:44,000","00:33:46,000",Because I wasn't ...,surprise,confusion,mild
"00:33:46,000","00:33:52,000","Well, tattoos cool, but with meaning, so I knew he was already twisting.",happiness,amusement,mild
"00:33:52,000","00:33:55,000",Adam Naruciak said not categorically.,disgust,disapproval,mild
"00:33:55,000","00:33:57,000",What I am not surprised because there are no tattoos at all.,neutral,neutral,neutral
"00:33:57,000","00:33:59,000",And I stayed with Julita.,neutral,neutral,neutral
"00:33:59,000","00:34:00,000",You give what?,surprise,confusion,mild
"00:34:00,000","00:34:01,000","Three, four.",neutral,neutral,neutral
"00:34:02,000","00:34:03,000","So what, I lost?",sadness,disappointment,mild
"00:34:03,000","00:34:04,000","Yes, I won.",happiness,joy,mild
"00:34:04,000","00:34:08,000","As a result, I allowed her to do this tattoo.",happiness,approval,mild
"00:34:08,000","00:34:12,000",Only the problem is that here girls say that setting up the position and all this just giga lasts for a long time.,anger,annoyance,moderate
"00:34:12,000","00:34:14,000",And that we will not make half an hour.,sadness,disappointment,moderate
"00:34:14,000","00:34:19,000","And that it is not anymore, but that the owner wanted to do this tattoo very much.",happiness,desire,moderate
"00:34:19,000","00:34:21,000","Dude, no chance.",disgust,disapproval,moderate
"00:34:21,000","00:34:23,000","There is no chance, man, for half an hour now, no?",anger,annoyance,moderate
"00:34:23,000","00:34:27,000","By the way, as we have already waited, Bartek decided that something had to be done.",neutral,neutral,neutral
"00:34:27,000","00:34:29,000",Find transport to our coordinates.,neutral,neutral,neutral
"00:34:29,000","00:34:33,000",And Bartek noticed two viewers on a scooter.,happiness,curiosity,mild
"00:34:33,000","00:34:36,000",And the question was that my mother would come here within 15 minutes?,fear,nervousness,mild
"00:34:36,000","00:34:37,000",Zbiebieście.,neutral,neutral,neutral
"00:34:37,000","00:34:39,000","Hey, I got it that my friend's mother would take us.",happiness,relief,mild
"00:34:39,000","00:34:41,000",We had to remain our composition.,neutral,neutral,neutral
"00:34:41,000","00:34:46,000",And unfortunately we could not separate on the principle that two people do it and two people do it.,neutral,neutral,neutral
"00:34:46,000","00:34:47,000","The question is, are we giving up one task?",neutral,neutral,neutral
"00:34:47,000","00:34:48,000",NO.,happiness,optimism,intense
"00:34:48,000","00:34:49,000","For me not, we give up.",happiness,optimism,intense
"00:34:49,000","00:34:53,000","You do and come a mother, homie and takes us and we don't have to go back to communication at all.",happiness,relief,mild
"00:34:53,000","00:34:54,000",It's a bit ...,neutral,neutral,neutral
"00:34:54,000","00:34:55,000",But we won't do these two tasks.,sadness,disappointment,moderate
"00:34:55,000","00:34:56,000",We will not do.,sadness,disappointment,moderate
"00:34:56,000","00:34:58,000","But we are not sure of the coordinates, Adam.",surprise,confusion,mild
"00:34:58,000","00:35:02,000","Well, if we go there and do not do one or the other?",neutral,neutral,neutral
"00:35:02,000","00:35:03,000","I don't know, I don't know.",surprise,confusion,mild
"00:35:03,000","00:35:05,000","Adam is up to something here, I see some here ...",neutral,neutral,neutral
"00:35:05,000","00:35:08,000","No, let's not do it at all, let's not do that either.",anger,annoyance,moderate
"00:35:08,000","00:35:09,000",37 minutes passed.,neutral,neutral,neutral
"00:35:09,000","00:35:10,000",23 minutes yet.,neutral,neutral,neutral
"00:35:10,000","00:35:12,000","Honestly, I already hear the second task.",neutral,neutral,neutral
"00:35:12,000","00:35:13,000","No, man, I did it.",happiness,pride,mild
"00:35:13,000","00:35:17,000","No, we'll try, we won't give up, but it will be like that, you know.",happiness,optimism,moderate
"00:35:17,000","00:35:23,000","Making a tattoo through Julita seemed to change anything for me, because I didn't take it into account when it comes to the mafia.",surprise,realization,mild
"00:35:23,000","00:35:24,000","Beloved, I am a real citizen.",happiness,pride,mild
"00:35:24,000","00:35:26,000","Well, now everyone has to capture you.",happiness,amusement,mild
"00:35:26,000","00:35:28,000",The tattoo makes you a citizen.,happiness,amusement,mild
"00:35:28,000","00:35:29,000",But I trust you.,neutral,neutral,neutral
"00:35:29,000","00:35:30,000",At most it will come here ...,neutral,neutral,neutral
"00:35:30,000","00:35:31,000",But I just go through ...,neutral,neutral,neutral
"00:35:31,000","00:35:33,000","We don't need a tattoo, I really trusted you.",neutral,neutral,neutral
"00:35:33,000","00:35:36,000","Jesus, how well we win in this stone of national memory.",happiness,pride,moderate
"00:35:36,000","00:35:40,000",We just have to take a picture of your throne.,neutral,neutral,neutral
"00:35:40,000","00:35:42,000","So what, are you sitting in the post with the mafia?",happiness,curiosity,mild
"00:35:44,000","00:35:45,000",Good.,neutral,neutral,neutral
"00:35:47,000","00:35:48,000",Good.,neutral,neutral,neutral
"00:35:48,000","00:35:53,000","We managed to take a picture on his chair, it turned out that he was waiting for us at all.",surprise,surprise,mild
"00:35:53,000","00:35:55,000",And the inscription the best storm.,neutral,neutral,neutral
"00:35:56,000","00:35:58,000",Thank you very much.,happiness,gratitude,mild
"00:35:58,000","00:36:00,000","Wait, wait yet, right away.",neutral,neutral,neutral
"00:36:00,000","00:36:02,000",The mayor tried to stop us very much.,anger,annoyance,moderate
"00:36:02,000","00:36:08,000","He offered us water or replaced us with the way, or you took a picture for a long time.",surprise,confusion,mild
"00:36:08,000","00:36:10,000","Come on, we'll take a picture here.",neutral,neutral,neutral
"00:36:11,000","00:36:14,000","Hey good, I'm confused at all.",surprise,confusion,moderate
"00:36:14,000","00:36:16,000",I don't know if it is planned.,surprise,confusion,mild
"00:36:16,000","00:36:17,000",Of course it is.,neutral,neutral,neutral
"00:36:17,000","00:36:18,000",We'll take a nice picture.,neutral,neutral,neutral
"00:36:18,000","00:36:21,000","But you are already going, we have to talk, give it a rest.",anger,annoyance,mild
"00:36:21,000","00:36:22,000",I would like it ...,happiness,desire,mild
"00:36:22,000","00:36:24,000","Mr. Mayor, Mayor, time.",neutral,neutral,neutral
