start_time,end_time,text,emotion,sub_emotion,intensity,emotion_encoded,sub_emotion_encoded,intensity_encoded
"01:27:15,000","01:27:16,000",Count,neutral,neutral,mild,4,22,0
"01:27:16,000","01:27:17,000",Count,neutral,neutral,mild,4,22,0
"01:27:17,000","01:27:18,000",Count,neutral,neutral,mild,4,22,0
"01:27:18,000","01:27:18,000",Count,neutral,neutral,mild,4,22,0
"01:27:18,000","01:27:19,000",Count,neutral,neutral,mild,4,22,0
"01:27:19,000","01:27:20,000",Where is the shirt?,happiness,curiosity,mild,3,8,0
"01:27:20,000","01:27:23,000",I'm going to remove the bikini and I'm going to put on a sweatshirt.,neutral,neutral,mild,4,22,0
"01:27:23,000","01:27:24,000",Very good.,happiness,approval,mild,3,4,0
"01:27:24,000","01:27:25,000","Me too, huh?",neutral,neutral,mild,4,22,0
"01:27:26,000","01:27:26,000",¡No!,surprise,surprise,strong,6,29,2
"01:27:26,000","01:27:27,000",Dry good.,happiness,approval,mild,3,4,0
"01:27:27,000","01:27:28,000",¡Ah!,surprise,surprise,moderate,6,29,1
"01:27:28,000","01:27:29,000",Count,neutral,neutral,mild,4,22,0
"01:27:29,000","01:27:30,000",Count,neutral,neutral,mild,4,22,0
"01:27:30,000","01:27:31,000",Have you put on my shirt?,happiness,curiosity,mild,3,8,0
"01:27:31,000","01:27:32,000",Yes. Why?,happiness,curiosity,mild,3,8,0
"01:27:32,000","01:27:33,000",Because it has been good for me.,neutral,neutral,mild,4,22,0
"01:27:33,000","01:27:37,000","Let's see, you're thinking about your head ...",surprise,confusion,mild,6,7,0
"01:27:37,000","01:27:41,000","I want to go in the kitchen, I want to go to the couch around",happiness,desire,mild,3,9,0
"01:27:41,000","01:27:42,000",Why am I uncomfortable here?,surprise,confusion,moderate,6,7,1
"01:27:42,000","01:27:43,000","Say, right?",neutral,neutral,mild,4,22,0
"01:27:44,000","01:27:45,000",I wasn't thinking that.,neutral,neutral,mild,4,22,0
"01:27:46,000","01:27:47,000",What do I do when it rains?,happiness,curiosity,mild,3,8,0
"01:27:47,000","01:27:48,000",I love it.,happiness,joy,strong,3,18,2
"01:27:48,000","01:27:50,000","The noise, this noise.",anger,annoyance,moderate,0,3,1
"01:27:50,000","01:27:51,000",He relaxes me.,neutral,neutral,mild,4,22,0
"01:27:53,000","01:27:54,000",I love it rains.,happiness,joy,strong,3,18,2
"01:27:56,000","01:27:59,000","Remember that it is not the place, they are the people.",surprise,realization,moderate,6,25,1
"01:27:59,000","01:28:00,000",That?,surprise,confusion,mild,6,7,0
"01:28:00,000","01:28:01,000",That?,surprise,confusion,mild,6,7,0
"01:28:02,000","01:28:03,000",That?,surprise,confusion,mild,6,7,0
"01:28:03,000","01:28:04,000",That?,surprise,confusion,mild,6,7,0
"01:28:04,000","01:28:05,000",That?,surprise,confusion,mild,6,7,0
"01:28:05,000","01:28:06,000",That?,surprise,confusion,mild,6,7,0
"01:28:06,000","01:28:07,000",That?,surprise,confusion,mild,6,7,0
"01:28:07,000","01:28:08,000",That?,surprise,confusion,mild,6,7,0
"01:28:08,000","01:28:09,000",That?,surprise,confusion,mild,6,7,0
"01:28:09,000","01:28:10,000",That?,surprise,confusion,mild,6,7,0
"01:28:11,000","01:28:12,000",That?,surprise,confusion,mild,6,7,0
"01:28:12,000","01:28:13,000",That?,surprise,confusion,mild,6,7,0
"01:28:13,000","01:28:14,000",That?,surprise,confusion,mild,6,7,0
"01:28:14,000","01:28:15,000",That?,surprise,confusion,mild,6,7,0
"01:28:15,000","01:28:18,000",I have always said that if you are in love with a person,happiness,love,moderate,3,19,1
"01:28:18,000","01:28:20,000",You cannot have a connection with another.,disgust,disapproval,moderate,1,11,1
"01:28:20,000","01:28:22,000",I have a very strong connection with Napoli,happiness,pride,moderate,3,24,1
"01:28:22,000","01:28:25,000","And that is what, to my head, not understanding,",surprise,confusion,moderate,6,7,1
"01:28:25,000","01:28:26,000",Discharge a lot.,anger,annoyance,moderate,0,3,1
"01:28:26,000","01:28:29,000",Without telling me how long and it can't be.,anger,annoyance,moderate,0,3,1
"01:28:40,000","01:28:42,000",Hello.,neutral,neutral,mild,4,22,0
"01:28:42,000","01:28:43,000","Oh, we put on a shirt.",happiness,amusement,mild,3,1,0
"01:28:44,000","01:28:46,000","How are you? Yes, David, put on a shirt.",happiness,amusement,mild,3,1,0
"01:28:46,000","01:28:47,000","Give him, pretty.",happiness,approval,mild,3,4,0
"01:28:47,000","01:28:49,000","Please, girls, do you too?",neutral,neutral,mild,4,22,0
"01:28:50,000","01:28:51,000",Okay. All with me.,neutral,neutral,mild,4,22,0
"01:28:52,000","01:28:54,000","When Sandra enters, that is, we alter ourselves.",happiness,excitement,moderate,3,14,1
"01:28:54,000","01:28:56,000",I don't know what we have to take us.,surprise,confusion,moderate,6,7,1
"01:29:00,000","01:29:04,000","Boys, I'm here because I have to communicate something.",fear,nervousness,mild,2,21,0
"01:29:06,000","01:29:08,000","As you know, this is the necklace of the veto.",happiness,curiosity,mild,3,8,0
"01:29:08,000","01:29:13,000",He has the power to veto one of you for 24 hours.,fear,fear,moderate,2,15,1
"01:29:13,000","01:29:18,000",The collar carrier must leave the town immediately.,fear,fear,moderate,2,15,1
"01:29:22,000","01:29:25,000","Boys, who do you think your girls have vetoed?",happiness,curiosity,mild,3,8,0
"01:29:25,000","01:29:27,000",I think the ultravetada can be Zaira.,neutral,neutral,mild,4,22,0
"01:29:27,000","01:29:30,000","Because? Because it is very playful,",happiness,amusement,mild,3,1,0
"01:29:30,000","01:29:33,000",He makes David complicated,anger,annoyance,mild,0,3,0
"01:29:33,000","01:29:35,000",And I see her very advanced with him.,neutral,neutral,mild,4,22,0
"01:29:35,000","01:29:37,000","David, what do you think?",happiness,curiosity,mild,3,8,0
"01:29:37,000","01:29:40,000",I think it can be O Paula or Tamara.,neutral,neutral,mild,4,22,0
"01:29:40,000","01:29:43,000",I don't think our girlfriends want to veto us.,happiness,optimism,mild,3,23,0
"01:29:43,000","01:29:45,000","I think it can be yours,",neutral,neutral,mild,4,22,0
"01:29:45,000","01:29:48,000",Because it is the one that I see the most that the pot has gone a bit,disgust,disapproval,mild,1,11,0
"01:29:48,000","01:29:50,000",and that releases comments that not such.,disgust,disapproval,mild,1,11,0
"01:29:50,000","01:29:52,000","So, I think it can be Nico's.",happiness,curiosity,mild,3,8,0
"01:29:53,000","01:29:57,000","Guys, the time has come to meet the bachelor",happiness,excitement,moderate,3,14,1
"01:29:57,000","01:29:59,000",That will have to leave Villa Playa during ...,neutral,neutral,mild,4,22,0
"01:30:00,000","01:30:03,000",can avoid a historical blow,happiness,optimism,mild,3,23,0
"01:30:03,000","01:30:07,000",where only mirror and,surprise,confusion,mild,6,7,0
"01:30:07,000","01:30:08,000","Very actively, sees into into",surprise,confusion,mild,6,7,0
"01:30:08,000","01:30:08,000",Saguas.,neutral,neutral,mild,4,22,0
"01:30:08,000","01:30:09,000",Angels I.,neutral,neutral,mild,4,22,0
"01:30:12,000","01:30:17,000",The single drink is.,neutral,neutral,mild,4,22,0
"01:30:18,000","01:30:27,000",Y.,neutral,neutral,mild,4,22,0
"01:30:28,000","01:30:35,000",I know that he has,happiness,curiosity,mild,3,8,0
"01:30:35,000","01:30:35,000",what.,surprise,confusion,mild,6,7,0
"01:30:35,000","01:30:39,000",of sexual connection Nenhuma,surprise,confusion,mild,6,7,0
"01:30:39,000","01:30:39,000",in mental question and,surprise,confusion,mild,6,7,0
"01:30:39,000","01:30:40,000",sin,neutral,neutral,mild,4,22,0
"01:30:40,000","01:30:40,000",sentimental y.,neutral,neutral,mild,4,22,0
"01:30:40,000","01:30:44,000",I since you give,surprise,confusion,mild,6,7,0
"01:30:45,000","01:30:45,000",Between two we had to do.,happiness,curiosity,mild,3,8,0
"01:30:45,000","01:30:46,000",Month that Marieta is afraid of,fear,fear,mild,2,15,0
"01:30:46,000","01:30:47,000",that.,neutral,neutral,mild,4,22,0
"01:30:49,000","01:30:55,000",Fear of what command I don't know,surprise,confusion,mild,6,7,0
"01:30:55,000","01:30:56,000",What is the same as me.,neutral,neutral,mild,4,22,0
"01:30:58,000","01:31:01,000",Gabriela I'm very sorry you are,sadness,sadness,moderate,5,28,1
"01:31:01,000","01:31:03,000",The single vetoed and you must,disgust,disapproval,moderate,1,11,1
"01:31:03,000","01:31:05,000",abandon,sadness,sadness,mild,5,28,0
"01:31:05,000","01:31:06,000",Beach for twenty -four hours.,neutral,neutral,mild,4,22,0
"01:31:07,000","01:31:08,000",You can leave.,neutral,neutral,mild,4,22,0
"01:31:13,000","01:31:15,000",Marieta is very afraid,fear,fear,moderate,2,15,1
"01:31:15,000","01:31:17,000",What Alex can fall in love,fear,fear,mild,2,15,0
"01:31:17,000","01:31:18,000",of me.,neutral,neutral,mild,4,22,0
"01:31:19,000","01:31:20,000",Alex.,neutral,neutral,mild,4,22,0
"01:31:21,000","01:31:22,000",You haven't said goodbye to,sadness,sadness,mild,5,28,0
"01:31:22,000","01:31:24,000",Gabriela Gabriela has,neutral,neutral,mild,4,22,0
"01:31:24,000","01:31:25,000",fired from you are twenty -four,neutral,neutral,mild,4,22,0
"01:31:25,000","01:31:27,000",Hours is not a month either.,neutral,neutral,mild,4,22,0
"01:31:29,000","01:31:30,000",Yes it may be that Marieta to,happiness,curiosity,mild,3,8,0
"01:31:30,000","01:31:32,000",See the images with Gabriela Yo,happiness,curiosity,mild,3,8,0
"01:31:32,000","01:31:35,000",that I know has been spared and,happiness,relief,mild,3,26,0
"01:31:35,000","01:31:37,000",put to think about us but,happiness,curiosity,mild,3,8,0
"01:31:37,000","01:31:39,000",Come on is that it would seem to me,surprise,confusion,mild,6,7,0
"01:31:39,000","01:31:40,000",surreal that for her thinking,surprise,confusion,mild,6,7,0
"01:31:40,000","01:31:42,000",In me it has to do that I have,surprise,confusion,mild,6,7,0
"01:31:42,000","01:31:45,000",done something with another girl and not,surprise,confusion,mild,6,7,0
"01:31:45,000","01:31:46,000",Think about me doing something,surprise,confusion,mild,6,7,0
"01:31:46,000","01:31:47,000",With another boy.,neutral,neutral,mild,4,22,0
"01:31:48,000","01:31:49,000",I don't understand.,surprise,confusion,moderate,6,7,1
"01:31:50,000","01:31:52,000",That has put Gabriela for,surprise,confusion,mild,6,7,0
"01:31:52,000","01:31:55,000",a part to understand that she,surprise,realization,mild,6,25,0
"01:31:55,000","01:31:56,000",I have seen the images and,surprise,realization,mild,6,25,0
"01:31:57,000","01:31:58,000",has stopped thinking about some,surprise,realization,mild,6,25,0
"01:31:58,000","01:32:00,000",moment in everything ours but,neutral,neutral,mild,4,22,0
"01:32:00,000","01:32:01,000",I would have loved that,happiness,desire,mild,3,9,0
"01:32:01,000","01:32:02,000",I would have done without seeing that.,sadness,disappointment,mild,5,10,0
"01:32:04,000","01:32:07,000",Girl guys you already know the,neutral,neutral,mild,4,22,0
"01:32:07,000","01:32:08,000",decision of who has been the,neutral,neutral,mild,4,22,0
"01:32:08,000","01:32:10,000",Single vetoed but now girls,neutral,neutral,mild,4,22,0
"01:32:10,000","01:32:11,000",I ask you please leave me,anger,annoyance,mild,0,3,0
"01:32:11,000","01:32:12,000",alone with the boys.,neutral,neutral,mild,4,22,0
"01:32:19,000","01:32:21,000",Boys I need to speak alone,neutral,neutral,mild,4,22,0
"01:32:21,000","01:32:24,000",With you because I see you very,neutral,neutral,mild,4,22,0
"01:32:24,000","01:32:26,000",Low and some of you do not,neutral,neutral,mild,4,22,0
"01:32:26,000","01:32:27,000",You are well well.,neutral,neutral,mild,4,22,0
"01:32:28,000","01:32:30,000",That is about to change.,happiness,optimism,mild,3,23,0
"01:32:32,000","01:32:34,000",Guys one of you is going to,neutral,neutral,mild,4,22,0
"01:32:34,000","01:32:35,000",Being able to see today.,neutral,neutral,mild,4,22,0
"01:32:36,000","01:32:38,000",To his girlfriend for three,neutral,neutral,mild,4,22,0
"01:32:39,000","01:32:40,000",minutes.,neutral,neutral,mild,4,22,0
"01:32:44,000","01:32:46,000",It will be in front of the mirror you will not be able to,neutral,neutral,mild,4,22,0
"01:32:46,000","01:32:48,000","talk, but you can express",neutral,neutral,mild,4,22,0
"01:32:48,000","01:32:50,000",Through your gaze everything,neutral,neutral,mild,4,22,0
"01:32:50,000","01:32:53,000","What do you feel, but as always",neutral,neutral,mild,4,22,0
"01:32:53,000","01:32:54,000",You have to agree.,neutral,neutral,mild,4,22,0
"01:32:54,000","01:32:55,000",I give you a minute for,neutral,neutral,mild,4,22,0
"01:32:55,000","01:32:58,000",You decide who of you is going to,neutral,neutral,mild,4,22,0
"01:32:58,000","01:32:59,000",Being able to see his girl.,neutral,neutral,mild,4,22,0
"01:32:59,000","01:33:00,000",Forward.,neutral,neutral,mild,4,22,0
"01:33:01,000","01:33:02,000","Boys, I would like.",neutral,neutral,mild,4,22,0
"01:33:04,000","01:33:07,000",There is a decompensated there that I,surprise,confusion,mild,6,7,0
"01:33:07,000","01:33:08,000",If they give me I appreciate it.,happiness,gratitude,mild,3,16,0
"01:33:11,000","01:33:12,000",Although I am nervous.,fear,nervousness,mild,2,21,0
"01:33:14,000","01:33:15,000",How to justify that.,surprise,confusion,mild,6,7,0
"01:33:15,000","01:33:16,000",Of course we cannot speak.,neutral,neutral,mild,4,22,0
"01:33:16,000","01:33:19,000","Already, but you will understand are",neutral,neutral,mild,4,22,0
"01:33:19,000","01:33:20,000",three minutes.,neutral,neutral,mild,4,22,0
"01:33:21,000","01:33:22,000",Think what.,neutral,neutral,mild,4,22,0
"01:33:23,000","01:33:25,000","Boys, time is over.",neutral,neutral,mild,4,22,0
"01:33:26,000","01:33:29,000",Adri who you think should see,happiness,curiosity,mild,3,8,0
"01:33:29,000","01:33:29,000",Your girlfriend?,neutral,neutral,mild,4,22,0
"01:33:30,000","01:33:31,000","Well, much to me, because me",neutral,neutral,mild,4,22,0
"01:33:31,000","01:33:35,000","I would like to see Mariona, but",happiness,desire,mild,3,9,0
"01:33:36,000","01:33:37,000",Nico takes longer in the,neutral,neutral,mild,4,22,0
"01:33:37,000","01:33:38,000",Experience and your relationship is,neutral,neutral,mild,4,22,0
"01:33:38,000","01:33:39,000",more decompensated.,neutral,neutral,mild,4,22,0
"01:33:39,000","01:33:41,000",Right now I leave everything to,neutral,neutral,mild,4,22,0
"01:33:41,000","01:33:41,000",he.,neutral,neutral,mild,4,22,0
"01:33:42,000","01:33:42,000",Alex.,neutral,neutral,mild,4,22,0
"01:33:43,000","01:33:44,000",I think like Adri.,neutral,neutral,mild,4,22,0
"01:33:44,000","01:33:46,000",I think Nico deserves to be,happiness,approval,mild,3,4,0
"01:33:46,000","01:33:47,000",With her forward and give her,happiness,approval,mild,3,4,0
"01:33:48,000","01:33:48,000",Explanations.,neutral,neutral,mild,4,22,0
"01:33:48,000","01:33:49,000","What happens, Adri?",happiness,curiosity,mild,3,8,0
"01:33:50,000","01:33:50,000",What's the matter?,happiness,curiosity,mild,3,8,0
"01:33:51,000","01:33:52,000",I feel that I have failed.,sadness,disappointment,moderate,5,10,1
"01:33:53,000","01:33:55,000","And I would like to be the lucky one,",happiness,desire,moderate,3,9,1
"01:33:55,000","01:33:58,000",But I understand that it can only,surprise,realization,mild,6,25,0
"01:33:58,000","01:34:02,000","Being a person and well, is a",neutral,neutral,mild,4,22,0
"01:34:02,000","01:34:03,000",Friendship show.,neutral,neutral,mild,4,22,0
"01:34:05,000","01:34:06,000",David.,neutral,neutral,mild,4,22,0
"01:34:07,000","01:34:08,000","Well, I really would die for",happiness,desire,strong,3,9,2
"01:34:08,000","01:34:10,000","Seeing it, but it's true",happiness,desire,moderate,3,9,1
"01:34:10,000","01:34:11,000",that I think Nico is the one that most,surprise,realization,mild,6,25,0
"01:34:11,000","01:34:12,000",He needs it.,happiness,caring,moderate,3,6,1
"01:34:12,000","01:34:13,000",I think his girlfriend is saying,surprise,confusion,mild,6,7,0
"01:34:14,000","01:34:14,000",Things that make no sense.,surprise,confusion,moderate,6,7,1
"01:34:14,000","01:34:16,000",He is getting well super good and,happiness,approval,moderate,3,4,1
"01:34:16,000","01:34:17,000",She is getting into him.,anger,annoyance,mild,0,3,0
"01:34:17,000","01:34:18,000",There it goes for Nico.,neutral,neutral,mild,4,22,0
"01:34:19,000","01:34:19,000",Borja.,neutral,neutral,mild,4,22,0
"01:34:20,000","01:34:21,000",I would love to see Ana,happiness,desire,moderate,3,9,1
"01:34:21,000","01:34:23,000","Tell him to continue like this, please,",happiness,approval,mild,3,4,0
"01:34:23,000","01:34:25,000","that we will go together, but I think",happiness,optimism,mild,3,23,0
"01:34:25,000","01:34:26,000",I am not the one who,surprise,realization,mild,6,25,0
"01:34:26,000","01:34:27,000",needs.,neutral,neutral,mild,4,22,0
"01:34:27,000","01:34:29,000",Nico is being wearing as a,neutral,neutral,mild,4,22,0
"01:34:29,000","01:34:31,000",Lord and yet his girlfriend,disgust,disapproval,moderate,1,11,1
"01:34:31,000","01:34:32,000",You don't have to do what,disgust,disapproval,mild,1,11,0
"01:34:32,000","01:34:34,000","What is you doing, so for",disgust,disapproval,mild,1,11,0
"01:34:34,000","01:34:34,000",Nico.,neutral,neutral,mild,4,22,0
"01:34:36,000","01:34:38,000","Nico, your colleagues have taken",neutral,neutral,mild,4,22,0
"01:34:38,000","01:34:40,000",a decision and it is already a,neutral,neutral,mild,4,22,0
"01:34:40,000","01:34:40,000",reality.,neutral,neutral,mild,4,22,0
"01:34:40,000","01:34:42,000","Nico, you're going to see Ruth.",neutral,neutral,mild,4,22,0
